birth_state,status,injury_start_date,birth_date,search_full_name,injury_notes,team,fantasy_data_id,position,rotoworld_id,stats_id,depth_chart_order,sportradar_id,depth_chart_position,hashtag,first_name,search_last_name,search_rank,search_first_name,birth_city,pandascore_id,fantasy_positions,college,last_name,espn_id,injury_status,metadata,age,yahoo_id,height,number,birth_country,weight,injury_body_part,full_name,high_school,swish_id,gsis_id,player_id,active,news_updated,sport,practice_description,years_exp,rotowire_id,practice_participation
None,Inactive,None,1981-09-08,malcomfloyd,None,None,7711.0,WR,3086.0,251229.0,None,7429eaaa-0124-4ba6-820b-60239387d5b1,None,#malcomfloyd-NFL-FA-80,Malcom,floyd,9999999.0,malcom,None,None,['WR'],Wyoming,Floyd,6016.0,None,None,39.0,7149.0,"6'5""",80.0,None,225,None,Malcom Floyd,River City (CA),None,None,316,False,None,nfl,None,16.0,5080.0,None
None,Injured Reserve,None,1990-08-09,quintonpatton,None,None,15241.0,WR,8403.0,592833.0,None,33629816-c735-4a70-9e7c-eec8445eab7a,None,#quintonpatton-NFL-FA-11,Quinton,patton,9999999.0,quinton,None,None,['WR'],Louisiana Tech,Patton,16026.0,None,None,30.0,26751.0,"6'0""",11.0,None,204,None,Quinton Patton,La Vergne (TN),None,None,1589,False,None,nfl,None,7.0,8797.0,None
None,Active,None,1998-06-09,quezwatkins,None,PHI,21957.0,WR,None,None,2.0,ca85137c-205c-458e-8b77-8457849f614c,SWR,#quezwatkins-NFL-PHI-16,Quez,watkins,311.0,quez,None,None,['WR'],Southern Miss,Watkins,4050373.0,None,None,24.0,32870.0,72,16.0,None,193,None,Quez Watkins,Athens (AL),949134.0,None,6927,True,1682019306902.0,nfl,None,3.0,14464.0,None
None,Active,None,1999-01-27,kadariustoney,None,KC,None,WR,None,None,1.0,b4af6462-3e3a-49d5-9d96-482ad9f3c0c8,RWR,#kadariustoney-NFL-KC-19,Kadarius,toney,97.0,kadarius,None,None,['WR'],Florida,Toney,None,None,None,24.0,None,72,19.0,None,193,None,Kadarius Toney,Blount (AL),974825.0,None,7606,True,1675988122237.0,nfl,None,2.0,15336.0,None
None,Active,None,1996-05-15,andrewbeck,None,HOU,21227.0,TE,None,824428.0,1.0,b556a98d-16aa-4a0d-9134-1b59c46cc640,FB,#andrewbeck-NFL-HOU-47,Andrew,beck,9999999.0,andrew,None,None,['TE'],Texas,Beck,3125107.0,None,{'injury_override_regular_2020_5': 'COV'},26.0,32225.0,75,47.0,None,255,None,Andrew Beck,Plant (FL),824428.0, 00-0034959,6323,True,1678727421421.0,nfl,None,4.0,13713.0,None
None,Inactive,None,1981-11-02,roddywhite,None,None,204.0,WR,3161.0,166675.0,None,51e470b5-73ea-49b2-ae83-c26256a30812,None,#roddywhite-NFL-FA-84,Roddy,white,9999999.0,roddy,None,None,['WR'],Alabama-Birmingham,White,8442.0,None,None,38.0,7203.0,"6'0""",84.0,None,211,None,Roddy White,James Island (SC),None,None,4,False,None,nfl,None,15.0,4350.0,None
None,Inactive,None,1988-06-16,jermainegresham,None,None,11026.0,TE,5549.0,333278.0,None,b44773b9-af17-4d6c-a453-132e20849712,None,#jermainegresham-NFL-FA-84,Jermaine,gresham,9999999.0,jermaine,None,None,['TE'],Oklahoma,Gresham,13228.0,None,None,33.0,23996.0,77,84.0,None,260,None,Jermaine Gresham,Ardmore (OK),None,00-0027873,530,False,1552323322959.0,nfl,None,12.0,6455.0,None
None,Active,None,1997-10-05,chrisevans,None,CIN,None,RB,None,None,None,f7397b71-3756-4b1b-9f61-8618164a4098,None,#chrisevans-NFL-CIN-25,Chris,evans,356.0,chris,None,None,['RB'],Michigan,Evans,None,None,None,25.0,None,71,25.0,None,215,None,Chris Evans,Ben Davis (IN),946019.0,None,7794,True,1671900633619.0,nfl,None,2.0,15304.0,None
None,Inactive,None,1991-05-15,christianwade,None,None,21097.0,RB,None,1164428.0,None,a511be63-5fc1-4e67-b798-fc801e3c166d,None,#christianwade-NFL-FA-0,Christian,wade,282.0,christian,None,None,['RB'],None,Wade,4420894.0,None,None,30.0,31822.0,69,0.0,None,196,None,Christian Wade,Royal Grammar (GBR),1164428.0, 00-0035728,6196,True,1648846521288.0,nfl,None,3.0,13930.0,None
None,Inactive,None,1995-06-04,leshundaniels,None,None,19278.0,RB,None,740712.0,None,1b577eee-a177-4b56-833b-4e55e0632585,None,#leshundaniels-NFL-FA-46,LeShun,daniels,9999999.0,leshun,None,None,['RB'],Iowa,Daniels,3040143.0,None,None,26.0,30658.0,72,46.0,None,225,None,LeShun Daniels,Harding (OH),None,00-0033384,4418,False,1535223005694.0,nfl,None,5.0,12229.0,None
None,Active,None,1994-10-06,daikielshorts,None,None,19423.0,WR,12717.0,728034.0,None,c112a8f2-2013-4f75-a68c-463f9ef4bdd1,None,#daikielshorts-NFL-FA-16,Daikiel,shorts,9999999.0,daikiel,None,None,['WR'],West Virginia,Shorts,3042428.0,None,None,27.0,30602.0,73,16.0,None,202,None,Daikiel Shorts,Eastern Christian Academy,None,None,4544,True,None,nfl,None,5.0,12076.0,None
None,Inactive,None,1992-07-27,jahwanedwards,None,None,17046.0,RB,None,591565.0,None,a97cad40-62d3-49ce-9e7f-e3c9662d5681,None,#jahwanedwards-NFL-FA-40,Jahwan,edwards,9999999.0,jahwan,None,None,['RB'],Ball State,Edwards,2577845.0,None,None,26.0,28680.0,"5'9""",40.0,None,220,None,Jahwan Edwards,None,None,None,2581,False,None,nfl,None,0.0,10199.0,None
None,Inactive,None,1994-12-02,quintonflowers,None,None,20113.0,QB,None,840742.0,None,4c54672f-f0f5-47ff-9d98-33137e3c0773,None,#quintonflowers-NFL-FA-36,Quinton,flowers,9999999.0,quinton,None,None,['QB'],South Florida,Flowers,3139591.0,None,None,27.0,31560.0,70,36.0,None,210,None,Quinton Flowers,Miami Jackson,None,00-0034531,5165,False,1567900805991.0,nfl,None,4.0,12652.0,None
None,Active,None,1995-03-07,pharohcooper,None,ARI,18039.0,WR,11281.0,744595.0,None,4f724338-aa8c-436d-90b2-45299572c53e,None,#pharohcooper-NFL-ARI-0,Pharoh,cooper,9999999.0,pharoh,None,None,['WR'],South Carolina,Cooper,3048897.0,None,None,28.0,29351.0,71,0.0,None,207,None,Pharoh Cooper,Havelock (NC),744595.0,00-0033111,3278,True,1672256412283.0,nfl,None,7.0,10823.0,None
None,Active,None,1998-06-16,anderscarlson,None,GB,None,K,None,None,None,5a6ae290-675d-401a-aaee-140a272cf061,None,#anderscarlson-NFL-GB-17,Anders,carlson,317.0,anders,None,None,['K'],Auburn,Carlson,None,None,None,24.0,None,77,17.0,None,219,None,Anders Carlson,The Classical Academy (CO),1060852.0,None,11008,True,1682804425330.0,nfl,None,0.0,17165.0,None
None,Inactive,None,1992-06-15,jeronhamm,None,None,16574.0,TE,None,544242.0,None,caca998b-2475-4ec4-85fa-42ff312c9c5e,None,#jeronhamm-NFL-FA-41,Je'Ron,hamm,9999999.0,jeron,None,None,['TE'],Louisiana-Monroe,Hamm,17165.0,None,None,29.0,27926.0,75,41.0,None,236,None,Je'Ron Hamm,None,None,00-0030805,2202,False,1544148015550.0,nfl,None,8.0,9901.0,None
None,Inactive,None,1997-06-20,bruceanderson,None,None,20740.0,RB,None,888716.0,None,60acd19b-4197-4b04-ab5b-c287ca5a0b56,None,#bruceanderson-NFL-FA-35,Bruce,anderson,9999999.0,bruce,None,None,['RB'],North Dakota State,Anderson,3930901.0,None,None,24.0,32475.0,71,35.0,None,210,None,Bruce Anderson,Newsome (FL),None,None,6072,True,1601415946331.0,nfl,None,3.0,13598.0,None
None,Active,None,1994-02-01,jojonatson,None,None,19184.0,WR,12660.0,693276.0,None,2d52ede5-1c65-4f18-a8ac-9306192ef625,None,#jojonatson-NFL-FA-0,JoJo,natson,9999999.0,jojo,None,None,['WR'],Akron,Natson,2971830.0,None,None,27.0,30531.0,67,0.0,None,153,None,JoJo Natson,Boyd Anderson (FL),693276.0,00-0033266,4330,True,1640731803047.0,nfl,None,5.0,12359.0,None
None,Inactive,None,1991-01-20,travislabhart,None,None,16204.0,WR,None,593575.0,None,78960de0-5c9d-44aa-aa5e-35e5047291da,None,#travislabhart-NFL-FA-19,Travis,labhart,9999999.0,travis,None,None,['WR'],Texas A&M,Labhart,17395.0,None,None,26.0,28198.0,"5'9""",19.0,None,182,None,Travis Labhart,None,None,None,1953,False,None,nfl,None,1.0,None,None
None,Inactive,None,1978-11-17,reggiewayne,None,None,5002.0,WR,1496.0,25596.0,None,94fc7e6c-8c37-4713-abef-68154ac41d06,None,#reggiewayne-NFL-FA-87,Reggie,wayne,9999999.0,reggie,None,None,['WR'],Miami,Wayne,2578.0,None,None,39.0,5477.0,"6'0""",87.0,None,198,None,Reggie Wayne,None,None,None,194,False,None,nfl,None,14.0,None,None
None,Active,None,1997-11-08,dylansoehner,None,None,None,TE,None,None,None,562809a9-de2f-4d1a-85f3-a968f896b86d,None,#dylansoehner-NFL-FA-89,Dylan,soehner,470.0,dylan,None,None,['TE'],Iowa State,Soehner,None,Questionable,None,25.0,None,78,89.0,None,270,None,Dylan Soehner,Prairie Grove (AR),946764.0,None,7905,True,1670369106944.0,nfl,None,1.0,15565.0,None
None,Active,None,1987-12-27,gregzuerlein,None,NYJ,14697.0,K,7616.0,558684.0,1.0,93d11276-45d2-4168-a9b7-df0cbf12dabb,PK,#gregzuerlein-NFL-NYJ-6,Greg,zuerlein,326.0,greg,None,None,['K'],Missouri Western State,Zuerlein,14993.0,None,None,35.0,25881.0,72,6.0,None,187,None,Greg Zuerlein,Lincoln Pius X (NE),558684.0,00-0029621,1266,True,1678818351892.0,nfl,None,11.0,8179.0,None
None,Inactive,None,1989-04-10,corbinlouks,None,None,17152.0,WR,None,383512.0,None,1a4af562-3441-4bcf-8ae0-a6e5ad8b6ed3,None,#corbinlouks-NFL-FA-6,Corbin,louks,9999999.0,corbin,None,None,['WR'],Nevada,Louks,15753.0,None,None,28.0,26594.0,"6'0""",6.0,None,200,None,Corbin Louks,None,None,None,2684,False,None,nfl,None,0.0,None,None
None,Inactive,None,1993-03-23,adamfuehne,None,None,18519.0,TE,None,599207.0,6.0,,TE,#adamfuehne-NFL-FA-86,Adam,fuehne,9999999.0,adam,None,None,['TE'],Southern Illinois,Fuehne,2566996.0,None,None,25.0,29778.0,"6'7""",86.0,None,254,None,Adam Fuehne,None,None,None,3712,False,None,nfl,None,0.0,11333.0,None
None,Active,None,1995-12-11,romellobrooker,None,None,21296.0,TE,None,831245.0,None,d428cfea-10ea-40b8-a4aa-423e5839fb0d,None,#romellobrooker-NFL-FA-84,Romello,brooker,9999999.0,romello,None,None,['TE'],Houston,Brooker,3126196.0,None,None,26.0,32127.0,77,84.0,None,253,None,Romello Brooker,Alief Taylor,None, 00-0035604,6388,True,None,nfl,None,3.0,14010.0,None
None,Inactive,None,1990-02-24,jordantodman,None,None,13102.0,RB,None,465102.0,None,a686927a-781f-4814-a4ef-a5ab34a09062,None,#jordantodman-NFL-FA-22,Jordan,todman,9999999.0,jordan,None,None,['RB'],Connecticut,Todman,14186.0,None,None,30.0,24970.0,"5'10""",22.0,None,200,None,Jordan Todman,Dartmouth (MA),None,None,895,False,1514601302288.0,nfl,None,9.0,7249.0,None
None,Inactive,None,1991-09-10,mikejohnson,None,None,17222.0,WR,None,608969.0,None,0fd9b49e-3023-4218-910d-a9e259631803,None,#mikejohnson-NFL-FA-84,Mike,johnson,9999999.0,mike,None,None,['WR'],Delaware,Johnson,2574603.0,None,None,26.0,29177.0,"6'1""",84.0,None,209,None,Mike Johnson,None,None,None,2754,False,None,nfl,None,0.0,None,None
None,Active,None,2000-04-10,sethwilliams,None,JAX,None,WR,None,None,3.0,f3debe3e-27e4-4c4a-867a-ec537b5a7826,LWR,#sethwilliams-NFL-JAX-81,Seth,williams,9999999.0,seth,None,None,['WR'],Auburn,Williams,None,None,{'source_id': 'a7a451ea-5297-4184-9cf9-44588fe48112'},23.0,None,74,81.0,None,211,None,Seth Williams,Paul W. Bryant (AL),1120854.0,None,7534,True,1674515719681.0,nfl,None,2.0,15405.0,None
None,Active,None,2000-04-28,jaydenreed,None,GB,None,WR,None,None,None,23a306bc-5f77-4574-a575-bd599f243185,None,#jaydenreed-NFL-GB-11,Jayden,reed,246.0,jayden,None,None,['WR'],Michigan State,Reed,None,None,{'source_id': '2fcfb574-2104-4748-bada-5fd6af53f907'},23.0,None,71,11.0,None,187,None,Jayden Reed,Naperville Central (IL),1123398.0,None,10222,True,1682728524770.0,nfl,None,0.0,16977.0,None
None,Active,None,1987-10-29,andydalton,None,CAR,12841.0,QB,6493.0,322858.0,2.0,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,QB,#andydalton-NFL-CAR-14,Andy,dalton,500.0,andy,None,None,['QB'],TCU,Dalton,14012.0,None,None,35.0,24822.0,74,14.0,None,220,None,Andy Dalton,Katy (TX),322858.0,00-0027973,829,True,1682711421055.0,nfl,None,12.0,7355.0,None
None,Inactive,None,1990-02-12,robertgriffin,None,None,14257.0,QB,7406.0,450794.0,None,8dfb370d-460c-4bfc-9d62-888687248783,None,#robertgriffin-NFL-FA-3,Robert,griffin,484.0,robert,None,None,['QB'],Baylor,Griffin,14875.0,None,None,31.0,25712.0,74,3.0,None,213,None,Robert Griffin,Copperas Cove (TX),None, 00-0029665,1169,True,1656976233480.0,nfl,None,10.0,8023.0,None
None,Inactive,None,1990-11-01,mikegillislee,None,None,14872.0,RB,8396.0,508875.0,None,d08da2a3-8296-4038-bb46-ab1feca4bbd4,None,#mikegillislee-NFL-FA-0,Mike,gillislee,9999999.0,mike,None,None,['RB'],Florida,Gillislee,15952.0,None,None,31.0,26787.0,71,0.0,None,219,None,Mike Gillislee,DeLand (FL),None,00-0030433,1353,False,1564761913994.0,nfl,None,9.0,8760.0,None
None,Active,None,1995-01-03,deshonekizer,None,None,18868.0,QB,12160.0,839059.0,None,2a78e2e7-4ef3-4cdd-85e8-0d254b65143e,None,#deshonekizer-NFL-FA-0,DeShone,kizer,463.0,deshone,None,None,['QB'],Notre Dame,Kizer,3129302.0,None,None,27.0,30165.0,76,0.0,None,233,None,DeShone Kizer,Toledo Central Catholic (OH),839059.0,00-0033899,4026,True,1638249637441.0,nfl,None,5.0,11692.0,None
None,Active,None,1998-10-29,charliejones,None,CIN,None,WR,None,None,None,c634c231-61fb-4725-8533-2cce14bfebbf,None,#charliejones-NFL-CIN-0,Charlie,jones,558.0,charlie,None,None,['WR'],Purdue,Jones,None,None,{'source_id': '36790a59-4b77-4800-ac25-e61d089608c7'},24.0,None,72,0.0,None,188,None,Charlie Jones,Deerfield (IL),1067132.0,None,10228,True,1682789732443.0,nfl,None,0.0,16719.0,None
None,Active,None,None,jaquangardner,None,None,20706.0,RB,None,1136226.0,None,7dbed172-8808-4ddb-88f9-7b46414bbfc6,None,#jaquangardner-NFL-FA-38,Ja'Quan,gardner,9999999.0,jaquan,None,None,['RB'],Humboldt State,Gardner,4328969.0,None,None,None,31805.0,67,38.0,None,205,None,Ja'Quan Gardner,Central Valley,None,00-0034900,5809,True,1580253960021.0,nfl,None,4.0,13409.0,None
None,Active,None,1997-06-05,samdarnold,None,SF,19812.0,QB,13058.0,880026.0,3.0,13d826c5-9b22-4e0a-a877-02d8c84c546b,QB,#samdarnold-NFL-SF-14,Sam,darnold,279.0,sam,None,None,['QB'],USC,Darnold,3912547.0,None,{'injury_override_regular_2022_1': 'IR'},25.0,30973.0,75,14.0,None,225,None,Sam Darnold,San Clemente (CA),880026.0,00-0034869,4943,True,1678743045703.0,nfl,None,5.0,12490.0,None
None,Inactive,None,None,jeansifrin,None,None,17029.0,TE,None,824329.0,None,fd0ab2ae-9e4f-4dbf-9e95-fab262e78d8c,None,#jeansifrin-NFL-FA-48,Jean,sifrin,9999999.0,jean,None,None,['TE'],UMass,Sifrin,None,None,None,None,None,"6'7""",48.0,None,250,None,Jean Sifrin,None,None,None,2565,False,None,nfl,None,0.0,None,None
None,Active,None,1995-11-01,darriusshepherd,None,None,21513.0,WR,None,831003.0,None,4bfd6f35-f0ac-4c43-a023-f8236df31deb,None,#darriusshepherd-NFL-FA-19,Darrius,shepherd,373.0,darrius,None,None,['WR'],North Dakota State,Shepherd,3120588.0,None,None,26.0,32378.0,71,19.0,None,186,None,Darrius Shepherd,Blue Springs (MO),831003.0, 00-0035181,6519,True,1665527731380.0,nfl,None,3.0,13924.0,None
None,Inactive,None,1980-10-03,anquanboldin,None,None,11712.0,WR,2078.0,184556.0,None,eb1d1304-1900-4587-ae06-75c77efd85a8,None,#anquanboldin-NFL-FA-81,Anquan,boldin,9999999.0,anquan,None,None,['WR'],Florida State,Boldin,4512.0,None,None,39.0,6390.0,"6'1""",81.0,None,220,None,Anquan Boldin,Pahokee (FL),None,00-0022084,655,False,1521396601125.0,nfl,None,17.0,3074.0,None
None,Active,None,1998-04-22,travistoivonen,None,None,None,WR,None,None,None,773494e3-4e77-4db4-8197-dba388a014a6,None,#travistoivonen-NFL-FA-87,Travis,toivonen,9999999.0,travis,None,None,['WR'],North Dakota,Toivonen,None,None,None,24.0,None,76,87.0,None,212,None,Travis Toivonen,Red Wing (MN),946440.0,None,8070,True,1664924744591.0,nfl,None,1.0,15779.0,None
None,Active,None,1991-05-25,jeromecunningham,None,None,16759.0,TE,None,512900.0,None,2a1658c4-c9fd-4a98-b619-74ec35e30bf5,None,#jeromecunningham-NFL-FA-83,Jerome,cunningham,9999999.0,jerome,None,None,['TE'],Southern Connecticut State,Cunningham,2476373.0,None,None,30.0,28348.0,76,83.0,None,254,None,Jerome Cunningham,Crosby (CT),None,00-0031462,2304,True,1571180450562.0,nfl,None,8.0,9920.0,None
None,Inactive,None,1989-09-08,armonbinns,None,None,12978.0,WR,None,382259.0,None,f61e4257-bad8-4b5f-b3eb-8962da5f2113,None,#armonbinns-NFL-FA-14,Armon,binns,9999999.0,armon,None,None,['WR'],Cincinnati,Binns,14223.0,None,None,28.0,None,"6'3""",14.0,None,209,None,Armon Binns,None,None,None,860,False,None,nfl,None,3.0,None,None
None,Active,None,1996-04-02,jameswashington,None,None,19865.0,WR,13153.0,835437.0,None,814aa074-fc61-4649-b7a1-098bd3a199fd,None,#jameswashington-NFL-FA-15,James,washington,550.0,james,None,None,['WR'],Oklahoma State,Washington,3122449.0,None,{'injury_override_regular_2020_5': 'Active'},26.0,31030.0,71,15.0,None,213,None,James Washington,Stamford (TX),835437.0,00-0034676,5024,True,1673458225030.0,nfl,None,5.0,12838.0,None
None,Active,None,1995-03-15,colehedlund,None,None,21508.0,K,None,837903.0,None,5e52491c-218a-4e32-b455-0d3aa05b8151,None,#colehedlund-NFL-FA-9,Cole,hedlund,9999999.0,cole,None,None,['K'],North Texas,Hedlund,3128692.0,None,None,26.0,32369.0,69,9.0,None,162,None,Cole Hedlund,Argyle,None, 00-0035171,6496,True,None,nfl,None,3.0,14160.0,None
None,Active,None,1999-01-22,rachaadwhite,None,TB,None,RB,None,None,1.0,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,RB,#rachaadwhite-NFL-TB-1,Rachaad,white,79.0,rachaad,None,None,['RB'],Arizona State,White,None,None,{'source_id': '722fcb33-fbc6-4673-a176-f255b31e42bb'},24.0,None,72,1.0,None,214,None,Rachaad White,Center (MO),1229343.0,None,8136,True,1681835752367.0,nfl,None,1.0,15802.0,None
None,Inactive,None,1993-12-13,keenanreynolds,None,None,18099.0,WR,11472.0,695875.0,None,b10b366e-6de8-44fb-ba02-1156bb8b3b09,None,#keenanreynolds-NFL-FA-19,Keenan,reynolds,9999999.0,keenan,None,None,['WR'],Navy,Reynolds,2970457.0,None,None,28.0,29416.0,70,19.0,None,191,None,Keenan Reynolds,Goodpasture Christian (TN),None,00-0033078,3338,False,1567355135511.0,nfl,None,6.0,11227.0,None
None,Active,None,1997-07-10,jauanjennings,None,SF,21717.0,WR,None,None,1.0,3ae9f0fa-c711-4663-80cf-4707856c07aa,SWR,#jauanjennings-NFL-SF-15,Jauan,jennings,294.0,jauan,None,None,['WR'],Tennessee,Jennings,3886598.0,None,None,25.0,32887.0,75,15.0,None,212,None,Jauan Jennings,Blackman (TN),867009.0,None,7049,True,1681757445734.0,nfl,None,3.0,14376.0,None
None,Active,None,1993-01-31,jamaaljones,None,None,18307.0,WR,None,608008.0,None,8510cc18-dd3c-45fb-af59-567381b09df1,None,#jamaaljones-NFL-FA-15,Jamaal,jones,9999999.0,jamaal,None,None,['WR'],Montana,Jones,3045565.0,None,None,28.0,29521.0,73,15.0,None,192,None,Jamaal Jones,Graham-Kapowsin (WA),None,00-0033003,3540,True,1515534301464.0,nfl,None,6.0,11638.0,None
None,Inactive,None,1991-05-01,alexgray,None,None,19647.0,TE,None,519942.0,None,5e12fc0a-e37d-4196-a9d2-cafe8127d543,None,#alexgray-NFL-FA-89,Alex,gray,9999999.0,alex,None,None,['TE'],No College,Gray,4227184.0,None,None,30.0,30888.0,76,89.0,None,231,None,Alex Gray,None,None,00-0034010,4733,True,1578978327171.0,nfl,None,5.0,12646.0,None
None,Active,None,1999-01-12,blakeproehl,None,MIN,None,WR,None,None,3.0,b4a3566b-d533-4860-9133-c7e6ac22ab65,RWR,#blakeproehl-NFL-MIN-13,Blake,proehl,9999999.0,blake,None,None,['WR'],East Carolina,Proehl,None,None,"{'source_id': 'cbacea1b-4111-412f-8b91-6c080b169158', 'rookie_year': '2021'}",24.0,None,73,13.0,None,180,None,Blake Proehl,Providence (NC),1052464.0,None,7552,True,1673904914345.0,nfl,None,2.0,15230.0,None
None,Inactive,None,1990-03-11,rodneysmith,None,None,15350.0,WR,None,509370.0,None,41658eb3-e7dc-45e5-a05c-20f948df88f2,None,#rodneysmith-NFL-FA-86,Rodney,smith,9999999.0,rodney,None,None,['WR'],Florida State,Smith,16373.0,None,None,30.0,27143.0,"6'6""",86.0,None,219,None,Rodney Smith,Archbishop Carroll (FL),None,None,1631,False,1587878752665.0,nfl,None,7.0,14435.0,None
None,Active,None,1995-05-30,johndavidmoore,None,None,20501.0,RB,None,739300.0,None,60946edc-733d-4da3-93af-b63d269536ae,None,#johndavidmoore-NFL-FA-43,John David,moore,9999999.0,johndavid,None,None,['RB'],Louisiana State,Moore,3042728.0,None,None,26.0,31493.0,76,43.0,None,236,None,John David Moore,Ruston,None,00-0034294,5550,True,1557540020337.0,nfl,None,4.0,13177.0,None
None,Inactive,None,1987-05-02,marcmariani,None,None,11084.0,WR,None,325928.0,None,1bf13fc6-cf27-4b22-ad99-2c72eedd37a6,None,#marcmariani-NFL-FA-87,Marc,mariani,9999999.0,marc,None,None,['WR'],Montana,Mariani,13409.0,None,None,33.0,24198.0,"6'1""",87.0,None,187,None,Marc Mariani,Havre (MT),None,None,539,False,None,nfl,None,10.0,6702.0,None
None,Active,None,1995-05-14,khalidabdullah,None,None,19600.0,RB,None,750369.0,None,10b9f8b2-7e94-4ecd-9d93-458091c290e4,None,#khalidabdullah-NFL-FA-0,Khalid,abdullah,9999999.0,khalid,None,None,['RB'],James Madison,Abdullah,3049325.0,None,None,26.0,30851.0,70,0.0,None,220,None,Khalid Abdullah,None,None,None,4697,True,None,nfl,None,5.0,12243.0,None
None,Active,None,1999-12-28,tannerbrown,None,LAR,None,K,None,None,None,c0323320-e84b-11ed-91d9-49980de29a21,None,#tannerbrown-NFL-LAR-0,Tanner,brown,9999999.0,tanner,None,None,['K'],Oklahoma State,Brown,None,None,None,23.0,None,72,0.0,None,180,None,Tanner Brown,Saugus (CA),1227188.0,None,11145,True,1682981442060.0,nfl,None,0.0,17378.0,None
None,Active,None,None,blakegrupe,None,None,None,K,None,None,None,729eb990-e778-11ed-8e34-05012ea4203f,None,#blakegrupe-NFL-FA-0,Blake,grupe,9999999.0,blake,None,None,['K'],Notre Dame,Grupe,None,None,None,None,None,68,0.0,None,156,None,Blake Grupe,Smith-Cotton (MO),None,None,11110,True,None,nfl,None,0.0,None,None
None,Active,None,1997-02-27,jesperhorsted,None,LV,20812.0,TE,None,881708.0,None,48c56733-6644-42ee-9020-07bd2deba1ad,None,#jesperhorsted-NFL-LV-80,Jesper,horsted,9999999.0,jesper,None,None,['TE'],Princeton,Horsted,3940587.0,None,None,26.0,32576.0,75,80.0,None,237,None,Jesper Horsted,Roseville (MN),881708.0, 00-0035562,6075,True,1671071732594.0,nfl,None,4.0,13639.0,None
None,Injured Reserve,None,1991-12-16,coreybrown,None,None,16553.0,WR,9917.0,568316.0,None,52e1f731-0038-4ecc-82b1-b0073de9c9f6,None,#coreybrown-NFL-FA-5,Corey,brown,9999999.0,corey,None,None,['WR'],Ohio State,Brown,17399.0,None,None,28.0,27938.0,"5'11""",5.0,None,185,None,Corey Brown,Cardinal O'Hara (PA),None,00-0031118,2185,False,1535064670793.0,nfl,None,6.0,9486.0,None
None,Active,None,1994-07-28,benjohnson,None,None,20311.0,TE,None,739632.0,None,31a408da-0c38-4046-8419-3ecfdd6d37f2,None,#benjohnson-NFL-FA-0,Ben,johnson,9999999.0,ben,None,None,['TE'],Kansas,Johnson,3039970.0,None,None,27.0,31682.0,77,0.0,None,245,None,Ben Johnson,Basehor-Linwood High School,None,00-0034557,5268,True,1673322310448.0,nfl,None,4.0,13054.0,None
None,Active,None,1997-01-13,isaiahwright,None,None,21755.0,WR,None,None,None,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,None,#isaiahwright-NFL-FA-0,Isaiah,wright,563.0,isaiah,None,None,['WR'],Temple,Wright,4044121.0,None,None,24.0,33209.0,74,0.0,None,220,None,Isaiah Wright,Kingswood-Oxford (CT),943842.0,None,7407,True,1649344522561.0,nfl,None,2.0,14503.0,None
None,Active,None,1995-05-30,colehunt,None,None,20152.0,TE,None,746513.0,None,8e73bb69-7907-4220-a09d-d97efc006606,None,#colehunt-NFL-FA-81,Cole,hunt,9999999.0,cole,None,None,['TE'],Texas Christian,Hunt,3047912.0,None,None,26.0,31680.0,79,81.0,None,255,None,Cole Hunt,El Campo,None,00-0034549,5231,True,1567196755092.0,nfl,None,4.0,13052.0,None
None,Active,None,1997-12-31,jaquanhardy,None,None,None,RB,None,None,None,3ea081e8-a3c6-42c8-8deb-42a9bde10e98,None,#jaquanhardy-NFL-FA-45,JaQuan,hardy,9999999.0,jaquan,None,None,['RB'],Tiffin,Hardy,None,None,None,24.0,None,70,45.0,None,225,None,JaQuan Hardy,Westlake (OH),1283984.0,None,7863,True,1661794846826.0,nfl,None,1.0,15660.0,None
None,Active,None,2000-08-20,jashauncorbin,None,NYG,None,RB,None,None,None,f75439c0-d3bb-11ec-96a0-c3471a31202c,None,#jashauncorbin-NFL-NYG-25,Jashaun,corbin,457.0,jashaun,None,None,['RB'],Florida State,Corbin,None,None,{'source_id': 'a7513c63-cbd0-4ee4-a0c1-8d8b419981e0'},22.0,None,72,25.0,None,221,None,Jashaun Corbin,Rockledge (FL),1128981.0,None,8194,True,1674415808076.0,nfl,None,1.0,15980.0,None
None,Active,None,2000-03-22,jahandotson,None,WAS,None,WR,None,None,1.0,d4a7917d-f327-431b-9b87-83af341c3e21,RWR,#jahandotson-NFL-WAS-1,Jahan,dotson,90.0,jahan,None,None,['WR'],Penn State,Dotson,None,None,{'source_id': 'af7ce34e-5955-4c78-9f82-bb9063796365'},23.0,None,71,1.0,None,182,None,Jahan Dotson,Nazareth Area (PA),1121878.0,None,8119,True,1673240762040.0,nfl,None,1.0,15850.0,None
